Number of headquarters of authorized financial institutions,Number of branches of financial institutions,Number of banking service outposts of financial institutions,Number of electronic service outposts of financial institutions,Number of correspondents of financial institutions ,Number of ATMs of financial institutions,Number of POSs of financial institutions,Number of authorized credit unions ,Number of credit unions banking service outposts,Number of credit unions electronic service outposts,Number of credit unions correspondents,Number of branches of finance companies,Number of banking services outpost of finance companies,Number of electronic service outposts of finance companies,"Number of microentrepreneur, and small business credit companies correspondents",Adults with a banking relationship (million),Date,Região,Total invesment activity,Number Fintechs Brazil,Área,População
0.9421196719130438,9.609404322933962,3.293633066561674,9.353052586718817,84.57335824019401,99.02207761724847,1982.675165574017,0.7074009936063498,0.9388747132267761,0.24553520726091957,0.13304330613697404,0.08328727294753659,,27.253326353066647,0.3937216539338093,50.0,2009,Southeast,,,924511.0,80915332.0
0.917241655318325,9.946880026305799,3.5391682738225936,10.135087630109323,91.01460123243531,103.0133768013577,1990.6437024545949,0.6792780183253634,1.011345457220087,0.3115160338816953,0.16981950458134085,0.08436892584295914,,25.64815345625958,0.1222267771827485,53.0,2010,Southeast,,,924511.0,80353724.0
0.8902003329327612,10.43037887055968,3.7490089355345693,11.501215237028008,101.93280555883057,101.57586010334111,2050.9317898867616,0.6522366959397995,1.1000409946447365,0.4056198357834574,0.21092231460739785,0.08653223163380425,,25.05648932246344,0.12439008297359361,55.0,2011,Southeast,,,924511.0,80975616.0
0.8631590105471973,10.817610607120953,4.545105466565568,12.507152429770981,112.59682145480151,102.08640026998056,2442.102906293165,0.6306036380313484,1.1573685981021318,0.5246016542799382,0.25094347173803233,0.0897771903200719,,25.306351141306052,0.1568396698362702,57.0,2012,Southeast,,,924511.0,81565983.0
0.832872729475366,11.204842343682227,5.097830096126493,13.789992763742129,113.20362872913357,103.00472357819432,2648.508238409278,0.6035623156457847,1.273105457912345,0.6468284314626868,0.2725765296464834,0.10167537216971999,0.0010816528954225532,22.249600058841917,0.19469752117605957,59.0,2013,Southeast,59166.41337961365,0.04218446292147957,924511.0,84465570.0
0.8036681012989569,11.402784823544556,5.348773567864525,13.81162582165058,100.10913877714813,102.84896556125346,2951.923773757154,0.5830109106327561,1.3780257887683327,0.7203808283514204,0.2585150420059902,0.1060019837514102,0.006489917372535319,21.43727873437958,0.2098406617119753,61.0,2014,Southeast,149917.09130556587,0.06814413241162084,924511.0,85115623.0
0.7723001673317029,11.484990443596669,5.801986131046575,13.80729921006889,97.57915265475478,101.04693183747949,3084.227229313659,0.5570512411426148,1.4851094254151653,0.8209745476257179,0.2660866122739481,0.10708363664683276,0.011898181849648084,21.565995428934865,0.22714710803873614,63.0,2015,Southeast,80799.47128806471,0.08112396715669148,924511.0,85745520.0
0.7625652912729,11.797588130373788,6.349302496130386,14.291879707218195,90.68253379354059,99.62131332131257,3022.472420555299,0.5429897535021216,1.5835398388986177,0.9096700850503672,0.21416727329366553,0.10924694243767787,0.0183880992221834,22.684424522801784,0.26716826516937064,62.0,2016,Southeast,398048.2655154996,0.11141024822852297,924511.0,86356952.0
0.7485038036324068,11.989040692863579,7.320626796219839,15.104201031680532,89.70904618766029,96.78630108241005,3556.235674859466,0.5289282658616284,1.7533593434799586,0.956181159553537,0.20875900881655274,0.11141024822852297,0.022714710803873616,22.520013282697555,0.2942095875549344,63.0,2017,Southeast,176958.41369112968,0.12979834745070637,924511.0,86949714.0
0.7344423159919136,11.854915733831183,7.288177209357163,14.752663840668202,88.71284387097612,96.4715400898421,6150.952233126485,0.5127034724302901,1.8939742198848906,0.9550995066581144,0.24986181884260977,0.11357355401936807,0.029204628176408932,24.02675576602117,0.0183880992221834,65.0,2018,Southeast,613838.0181522989,0.0713890910978885,924511.0,87711946.0
